"","popsizes","cvs","cs","ns","sigma_Ys","theta0","J_coeffs","eps_coeffs","nsims","dgps","noise_dgp","nu","beta_c","beta_1","delta0","Mean_deltahat","Mean_thetahat","SD_deltahat","SD_thetahat","SD_EST_deltahat","SD_Est_thetahat","Cover_deltahat","Cover_thetahat","J","epx","eps","RMSE_delta","RMSE_theta"
"57",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,500,"worst","t",200,0.717464,0.833576,-0.116112,-0.105795222501738,2.16829054834055,0.169146899549991,1.68484634704094,0.169418264947312,0,0.958,0,15.168997776141,NA,0.542883523318981,0.169461233104576,2.10885469583544
"58",5e+05,1.96,1.4142135623731,1000,1,0.9,1e-04,2,500,"worst","t",200,0.718642,0.833906,-0.115264,-0.124629066889997,1.1404960769991,0.0414183527530314,0.229335078294527,0.0403150002364412,0,0.928,0,16.6096404744368,NA,0.2,0.0424639190681767,0.33231452148276
"59",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,500,"unif","t",200,0.46099,0.627276,-0.166286,-0.147000450363025,1.2425202020202,0.157231463319679,0.870333374335207,0.156108828094391,0,0.951907815631262,-0.002,15.168997776141,NA,0.542883523318981,0.158409802355939,0.935307581105632
"60",5e+05,1.96,1.4142135623731,1000,1,0.9,1e-04,2,500,"unif","t",200,0.45955,0.626166,-0.166616,-0.166109516110719,0.968913549289025,0.0360729905158989,0.190131807819404,0.0364582606528588,0,0.95,0,16.6096404744368,NA,0.2,0.0360765459916859,0.202235460837821
"61",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,500,"null","lognormal",200,0.95136,0.952018,-0.000658000000000047,0.0119682184581718,4.01722380952381,0.187564076683786,3.07875692753518,0.182430000403209,0,0.947899799599198,-0.002,15.168997776141,NA,0.542883523318981,0.187988574798562,4.38130442876411
"62",5e+05,1.96,1.4142135623731,1000,1,0.9,1e-04,2,500,"null","lognormal",200,0.951442,0.951906,-0.00046400000000002,0.0177507638214919,1.45376192758295,0.0428535662457061,0.462311175849943,0.0424255770101955,0,0.914,0,16.6096404744368,NA,0.2,0.0465639964033142,0.721376389796716
"63",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,500,"cauchy","lognormal",200,0.549244,0.63663,-0.0873860000000001,-0.0534970917874377,1.81331587301587,0.145643885799198,1.62111736487967,0.146664628333871,0,0.94178313253012,-0.004,15.168997776141,NA,0.542883523318981,0.149534609942077,1.86069003184764
"64",5e+05,1.96,1.4142135623731,1000,1,0.9,1e-04,2,500,"cauchy","lognormal",200,0.548524,0.635334,-0.0868099999999999,-0.0804987910609943,1.06889585470985,0.0346289591387057,0.254447957048564,0.0348782899540923,0,0.932,0,16.6096404744368,NA,0.2,0.0351993773993509,0.305400675481175
"65",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,500,"realistic","lognormal",200,0.432942,0.558094,-0.125152,-0.0975282765007924,1.3189692973693,0.151796155860285,1.0674680584529,0.150513971127648,0,0.957919839679359,-0.002,15.168997776141,NA,0.542883523318981,0.154289153973702,1.14674466554474
"66",5e+05,1.96,1.4142135623731,1000,1,0.9,1e-04,2,500,"realistic","lognormal",200,0.434226,0.558484,-0.124258,-0.124079492534416,0.966571623305302,0.0334526568452924,0.202908202339429,0.0346448168016704,0,0.976,0,16.6096404744368,NA,0.2,0.033453133110729,0.213549805914502
"67",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,500,"large","lognormal",200,0.21978,0.52475,-0.30497,-0.258515257273973,1.14453344743492,0.135968570307546,0.700005548995377,0.143134102186879,0,0.948,0,15.168997776141,NA,0.542883523318981,0.143685403688821,0.741487946994909
"68",5e+05,1.96,1.4142135623731,1000,1,0.9,1e-04,2,500,"large","lognormal",200,0.219494,0.525752,-0.306258,-0.279802576000639,0.944120784201654,0.0384815168975171,0.163436496461982,0.0361909767646864,0,0.856,0,16.6096404744368,NA,0.2,0.0466981434504615,0.169287128791106
"69",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,500,"worst","lognormal",200,0.734646,0.841308,-0.106662,-0.0865206310158361,2.00190836940837,0.162816989973537,1.61819905863174,0.171763662036012,0,0.96,0,15.168997776141,NA,0.542883523318981,0.164058059748977,1.95774621642562
"70",5e+05,1.96,1.4142135623731,1000,1,0.9,1e-04,2,500,"worst","lognormal",200,0.735852,0.84078,-0.104928,-0.0902785512385038,1.12494380619971,0.0394817914555423,0.24064336670744,0.0404230017504665,0,0.94,0,16.6096404744368,NA,0.2,0.0421119722353945,0.32940696089777
"71",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,500,"unif","lognormal",200,0.460272,0.626844,-0.166572,-0.148435883622963,1.29744681429681,0.148787590933083,0.964134221733254,0.155181957430084,0,0.938,0,15.168997776141,NA,0.542883523318981,0.149888845258451,1.04284167912098
"72",5e+05,1.96,1.4142135623731,1000,1,0.9,1e-04,2,500,"unif","lognormal",200,0.46107,0.627338,-0.166268,-0.160616612138898,0.963028722156731,0.0376753240756987,0.179493374003986,0.0365618055220877,0,0.942,0,16.6096404744368,NA,0.2,0.0380968270196552,0.190237985502489
